publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
3057877,earthquake,2009-03-11T09:46:30.701Z,2013-06-19T14:40:00.000Z,174.47734,-41.68752,4.275,54.052,ML,,GROPE,reviewed,manual,nz1dr,44,35,29,0.207,134,0.16066,0.208
3048116,earthquake,2009-02-20T00:11:41.671Z,2013-06-19T09:31:00.000Z,175.97322,-40.28673,4.266,70.9472,ML,,GROPE,reviewed,manual,nz1dr,76,67,34,0.129,43,0.25329,0.199
3039528,earthquake,2009-02-02T08:57:21.223Z,2013-06-19T09:16:00.000Z,175.10994,-40.62187,4.183,46.0413,ML,,GROPE,reviewed,manual,nz1dr,76,70,33,0.137,61,0.21399,0.208
3032276,earthquake,2009-01-18T22:29:57.125Z,2013-06-18T16:04:00.000Z,176.15857,-40.3148,4.133,38.6838,ML,,GROPE,reviewed,manual,nz1dr,51,45,31,0.015,45,0.22119,0.29
3028730,earthquake,2009-01-11T15:50:51.128Z,2013-06-18T15:58:00.000Z,173.23752,-41.58184,4.2,99.9064,Mw,,GROPE,reviewed,manual,nz1dr,37,31,0,0.309,63,0.21648,0
3021098,earthquake,2008-12-26T19:49:59.627Z,2013-06-18T10:04:00.000Z,174.86711,-40.55422,4.6,52.1443,Mw,,GROPE,reviewed,manual,nz1dr,78,75,0,0.288,68,0.20293,0
3000531,earthquake,2008-11-16T10:01:27.704Z,2013-06-17T16:39:00.000Z,175.54655,-40.88402,4,25.3746,ML,,GROPE,reviewed,manual,nz1dr,38,33,55,0.028,93,0.22258,0.194
2997750,earthquake,2008-11-10T17:20:54.879Z,2013-06-17T16:35:00.000Z,174.39104,-41.74102,4.013,55.8404,ML,,GROPE,reviewed,manual,nz1dr,38,33,26,0.133,147,0.16123,0.197
2990752,earthquake,2008-10-28T08:33:44.983Z,2013-06-17T12:56:00.000Z,174.52812,-40.46206,4.002,87.5436,ML,,GROPE,reviewed,manual,nz1dr,52,46,30,0.494,81,0.2604,0.237
2968815,earthquake,2008-09-14T09:25:12.188Z,2013-06-17T08:29:00.000Z,174.53079,-40.28015,4.6,93.0964,Mw,,GROPE,reviewed,manual,nz1dr,83,77,0,0.525,83,0.16535,0
2964546,earthquake,2008-09-06T02:58:49.888Z,2013-06-17T08:23:00.000Z,175.11127,-41.0251,4.082,31.2014,ML,,GROPE,reviewed,manual,nz1dr,61,51,53,0.064,34,0.19048,0.19
2963425,earthquake,2008-09-03T21:13:22.688Z,2013-06-17T08:21:00.000Z,173.51651,-41.47884,4.494,62.0702,ML,,GROPE,reviewed,manual,nz1dr,43,38,27,0.263,47,0.16828,0.239
